"","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt"
"NVE12746",0,0,0,0,0,0,0,0,0,0
"NVE12747",0,0,0,1,0,0,1,1,1,1
"NVE12748",1,0,0,0,1,1,1,1,0,1
"NVE12749",0,0,0,0,0,0,0,0,0,0
"NVE12750",0,0,0,0,1,0,0,1,0,1
"NVE12751",1,0,0,0,1,1,1,1,1,1
"NVE12752",0,1,0,1,1,1,1,1,1,1
"NVE12753",0,0,0,0,0,0,0,0,0,0
"NVE12754",0,0,0,0,0,0,0,0,0,0
"NVE12755",1,1,1,1,0,1,1,1,1,1
"NVE12756",0,0,0,0,0,0,0,0,0,0
"NVE12757",0,0,1,1,0,0,1,1,1,1
"NVE12758",0,0,0,0,0,0,0,0,0,0
"NVE12759",0,0,0,0,1,0,1,1,0,1
"NVE12760",0,0,0,0,0,0,0,0,0,0
"NVE12761",0,0,0,0,0,0,0,0,0,0
"NVE12762",1,0,0,0,1,1,0,1,0,0
"NVE12763",0,0,0,0,0,0,0,0,0,0
"NVE12764",0,0,1,0,0,0,0,0,0,0
"NVE12765",0,0,0,0,0,0,0,0,0,0
"NVE12766",0,0,0,0,0,0,0,0,0,0
"NVE12767",0,1,0,0,1,0,1,1,1,1
"NVE12768",0,0,0,0,1,0,1,1,0,1
"NVE12769",0,0,0,0,0,0,0,0,0,1
"NVE12770",0,0,0,0,0,0,0,0,0,0
"NVE12771",0,0,0,0,0,1,0,0,0,0
"NVE12772",0,0,0,0,0,0,0,0,0,0
"NVE12773",0,0,0,0,0,0,0,0,0,0
"NVE12774",0,0,0,0,0,1,0,0,0,0
"NVE12775",0,0,0,0,1,0,0,1,0,1
"NVE12776",0,0,0,0,0,0,0,0,0,0
"NVE12777",0,0,0,0,0,0,0,0,0,0
"NVE12778",0,0,0,0,0,0,0,0,0,0
"NVE12779",0,0,0,0,0,0,0,0,0,0
"NVE12780",0,0,0,0,1,0,0,1,0,0
"NVE12781",1,0,0,0,1,0,1,1,0,1
"NVE12782",0,0,0,0,0,0,0,0,0,0
"NVE12783",0,0,0,0,0,0,0,0,0,0
"NVE12784",0,0,0,0,0,0,0,0,0,0
"NVE12785",0,0,0,0,0,0,0,0,0,0
"NVE12786",0,0,0,0,0,0,0,0,0,0
"NVE12788",0,0,0,0,0,0,0,0,0,0
"NVE12789",0,0,0,0,1,0,1,1,1,1
"NVE12790",0,0,0,0,0,0,0,0,0,0
"NVE12791",0,0,0,0,0,0,0,0,0,0
"NVE12792",0,0,0,0,0,0,0,0,0,0
"NVE12793",0,0,0,0,0,0,0,0,0,0
"NVE12794",0,0,0,0,0,0,0,0,0,0
"NVE12795",0,0,0,0,0,0,0,0,0,0
"NVE12796",0,0,0,0,0,0,0,0,0,0
"NVE12797",0,0,0,0,0,0,0,0,0,0
"NVE12798",0,0,0,0,0,0,0,0,0,0
"NVE12799",0,0,0,0,0,0,0,0,0,0
"NVE12800",0,0,0,0,0,0,0,0,0,0
"NVE12801",0,0,0,0,0,0,0,0,0,0
"NVE12802",0,0,0,0,0,0,0,0,0,0
"NVE12803",0,0,0,0,0,0,0,0,0,0
"NVE12804",0,0,0,0,1,0,0,1,0,1
"NVE12805",0,0,0,0,1,0,0,1,0,1
"NVE12807",0,0,0,0,0,0,1,1,0,0
"NVE12808",0,0,0,0,0,0,0,0,0,0
"NVE12809",0,0,0,0,1,0,0,0,0,0
"NVE12810",0,0,0,0,0,0,0,0,0,0
"NVE12811",0,0,0,0,1,0,1,1,1,1
"NVE12812",0,0,0,0,0,0,0,0,0,0
"NVE12813",0,0,0,0,0,0,0,0,0,0
"NVE12814",0,0,0,0,0,0,0,0,0,0
"NVE12815",0,1,0,1,1,0,1,1,1,1
"NVE12816",0,0,0,0,0,0,0,0,0,0
"NVE12817",0,0,0,0,0,0,0,0,0,0
"NVE12818",0,0,0,0,0,0,0,0,0,0
"NVE12819",0,0,0,0,0,0,0,0,0,0
"NVE12820",0,0,0,0,0,0,0,0,0,0
"NVE12821",0,0,0,0,0,0,0,0,0,0
"NVE12822",0,0,0,0,1,0,1,1,0,0
"NVE12823",1,1,0,0,1,1,1,1,1,1
"NVE12824",0,0,0,0,1,0,1,1,1,1
"NVE12825",0,0,0,0,1,0,0,1,0,1
"NVE12826",1,0,0,0,1,1,0,1,0,0
"NVE12827",0,0,0,0,1,0,0,1,0,0
"NVE12828",1,0,0,0,1,0,0,0,0,0
"NVE12829",0,0,0,0,0,0,0,0,0,0
"NVE12830",0,0,0,0,0,0,0,0,0,0
"NVE12831",0,0,0,0,0,0,0,0,0,0
"NVE12832",0,0,0,0,1,0,0,1,0,0
"NVE12833",0,0,0,0,0,0,0,0,0,0
"NVE12834",0,0,0,0,0,0,0,0,0,0
"NVE12835",0,0,0,0,0,0,0,0,0,0
"NVE12836",0,0,0,0,0,0,0,0,0,0
"NVE12837",0,0,0,0,0,0,0,0,0,0
"NVE12838",0,0,0,0,0,0,0,0,0,0
"NVE12839",0,0,0,0,1,1,1,1,0,1
"NVE12840",0,0,0,0,1,1,1,1,1,1
"NVE12841",0,0,0,0,0,0,0,0,0,0
"NVE12842",1,0,0,0,1,0,0,1,0,1
"NVE12843",0,0,0,0,0,0,0,0,0,0
"NVE12844",1,0,0,0,1,1,1,1,0,1
"NVE12845",0,1,0,0,1,0,0,1,1,1
"NVE12846",0,0,0,0,0,0,0,0,0,0
"NVE12847",0,0,0,0,0,0,0,0,0,0
"NVE12848",0,0,0,0,0,0,0,0,0,0
"NVE12849",1,1,0,0,1,1,1,1,1,1
"NVE12850",0,0,0,0,1,0,1,1,0,1
"NVE12851",0,0,0,0,1,0,0,0,0,0
"NVE12852",0,0,0,0,1,0,0,0,0,0
"NVE12853",0,0,0,0,1,1,0,1,1,1
"NVE12854",0,0,0,0,0,0,0,0,0,0
"NVE12855",0,0,0,0,0,0,0,0,0,0
"NVE12856",0,0,0,0,1,0,0,1,0,1
"NVE12857",0,0,1,0,1,1,1,1,1,1
"NVE12858",0,0,0,0,0,0,0,0,0,0
"NVE12859",1,0,0,0,1,0,0,1,0,0
"NVE12860",0,0,0,0,0,0,0,0,0,0
"NVE12861",0,0,0,0,1,0,1,0,0,0
"NVE12862",1,0,0,0,1,1,1,1,0,1
"NVE12863",0,0,0,0,0,0,0,0,0,0
"NVE12864",0,0,0,0,1,1,1,1,1,1
"NVE12865",0,0,0,0,0,0,0,0,0,0
"NVE12866",0,0,0,1,0,0,1,1,1,1
"NVE12867",1,1,0,0,1,1,1,1,1,1
"NVE12868",0,0,0,0,0,0,0,0,0,0
"NVE12869",0,0,0,0,1,0,0,1,0,1
"NVE12870",0,0,0,0,0,0,0,0,0,0
"NVE12871",0,0,0,0,0,0,0,1,0,0
"NVE12872",0,0,0,0,0,0,0,0,0,0
"NVE12873",1,0,0,0,1,1,1,1,0,1
"NVE12874",1,1,0,0,1,1,1,1,1,1
"NVE12875",0,0,0,0,0,0,0,0,0,0
"NVE12876",0,0,0,0,0,0,0,0,0,0
"NVE12877",0,0,0,0,1,1,0,1,1,1
"NVE12878",0,0,0,0,0,0,0,0,0,0
"NVE12879",0,0,0,0,0,0,0,0,0,0
"NVE12880",0,0,0,0,0,0,0,0,0,0
"NVE12881",0,0,0,0,0,0,0,0,0,0
"NVE12882",0,0,0,0,0,0,0,0,0,0
"NVE12883",0,0,0,0,0,0,0,0,0,0
"NVE12884",0,0,0,0,1,0,0,1,0,1
"NVE12885",0,0,0,0,1,0,0,1,0,0
"NVE12886",0,0,0,0,0,0,0,0,0,0
"NVE12887",0,0,0,0,0,0,0,0,0,0
"NVE12888",0,0,0,0,1,0,0,0,0,0
"NVE12889",1,0,0,0,1,1,1,1,0,1
"NVE12890",0,0,0,0,0,0,0,0,0,0
"NVE12891",0,0,0,0,0,0,0,0,0,0
"NVE12892",1,0,0,0,1,1,1,1,0,1
"NVE12893",1,0,0,0,1,0,1,1,0,1
"NVE12894",0,0,0,0,0,0,0,0,0,0
"NVE12895",0,0,0,1,0,1,1,1,1,1
"NVE12896",0,0,0,0,0,0,0,0,0,0
"NVE12897",0,0,0,0,0,0,0,0,0,0
"NVE12898",0,1,0,0,1,0,0,1,0,1
"NVE12899",0,0,0,0,0,0,0,0,0,0
"NVE12900",0,0,0,0,0,0,0,0,0,0
"NVE12901",0,1,0,0,1,0,0,1,1,1
"NVE12902",0,0,0,0,0,0,0,0,0,0
"NVE12903",0,0,0,0,1,0,0,1,0,1
"NVE12904",0,0,0,0,1,0,0,0,0,0
"NVE12905",1,0,0,0,1,1,1,1,0,1
"NVE12906",0,0,0,0,0,0,0,1,1,1
"NVE12907",0,0,0,0,0,0,0,0,0,0
"NVE12908",0,0,0,0,1,1,1,1,0,1
"NVE12909",0,0,0,0,0,0,0,0,0,0
"NVE12910",0,0,0,0,0,1,1,1,0,1
"NVE12911",0,0,0,0,1,0,0,0,0,0
"NVE12912",0,0,0,0,1,1,1,1,1,1
"NVE12913",0,0,0,0,1,0,0,0,0,0
"NVE12914",0,1,0,0,1,1,1,1,1,1
"NVE12915",1,0,0,0,1,0,1,1,0,0
"NVE12916",0,0,0,0,1,0,0,0,0,0
"NVE12917",0,0,0,0,0,0,0,0,0,0
"NVE12918",0,0,0,0,0,0,0,0,0,0
"NVE12919",0,0,0,1,1,1,1,1,1,1
"NVE12920",0,0,0,0,0,0,0,0,1,1
"NVE12921",0,0,0,0,1,0,1,1,0,1
"NVE12922",0,0,0,0,1,0,1,1,0,1
"NVE12923",0,0,0,0,1,0,0,1,0,1
"NVE12924",0,0,0,0,0,0,0,0,0,0
"NVE12925",0,0,0,0,0,0,0,0,0,0
"NVE12926",0,0,0,0,0,0,0,0,0,0
"NVE12927",1,0,0,0,1,1,1,1,0,1
"NVE12928",0,1,0,0,1,1,1,1,1,1
"NVE12929",0,0,0,0,1,0,1,0,0,0
"NVE12930",0,0,0,0,1,1,1,1,1,1
"NVE12931",1,0,0,0,1,0,1,1,0,0
"NVE12932",0,0,0,0,1,1,0,1,0,1
"NVE12933",0,0,0,0,1,1,1,1,1,1
"NVE12934",1,0,0,0,1,0,1,1,0,1
"NVE12935",0,0,0,0,0,0,0,1,0,1
"NVE12936",0,0,0,0,0,0,0,0,0,0
"NVE12937",0,0,0,0,0,0,0,0,0,0
"NVE12938",0,0,0,0,1,0,0,1,0,0
"NVE12939",1,0,0,0,1,0,0,1,0,0
"NVE12940",0,0,0,0,1,0,0,0,0,0
"NVE12941",0,1,0,0,1,0,0,0,0,1
"NVE12942",0,0,0,0,0,0,0,0,0,0
"NVE12943",0,1,0,0,1,0,0,1,1,1
"NVE12944",0,0,1,1,1,1,1,1,1,1
"NVE12945",0,0,0,0,1,0,0,0,0,0
"NVE12946",0,0,0,0,1,0,0,0,0,0
"NVE12947",1,1,0,1,1,1,1,1,1,1
"NVE12948",1,0,0,0,1,1,1,1,1,1
"NVE12949",0,0,0,0,1,0,0,1,0,0
"NVE12950",0,0,0,0,0,0,0,0,0,0
"NVE12951",0,0,0,0,0,0,0,0,0,0
"NVE12952",1,0,0,0,1,1,0,0,0,0
"NVE12953",0,0,0,0,1,1,1,1,1,1
"NVE12954",0,0,0,0,0,0,0,0,0,0
"NVE12955",0,0,0,0,1,0,1,1,0,1
"NVE12956",1,0,0,0,0,0,0,0,0,0
"NVE12957",0,1,0,0,1,0,0,0,0,0
"NVE12958",1,0,0,0,1,1,1,1,0,1
"NVE12959",0,0,0,0,0,0,0,0,0,0
"NVE12960",0,0,0,0,0,0,0,0,0,0
"NVE12961",0,0,0,0,0,0,0,0,0,0
"NVE12962",1,1,0,0,1,1,1,1,1,1
"NVE12963",0,0,0,0,1,1,1,1,1,1
"NVE12964",1,0,0,0,1,1,1,1,1,1
"NVE12965",0,0,0,0,0,0,0,0,0,0
"NVE12966",0,0,0,1,1,0,1,1,1,1
"NVE12967",0,0,0,0,0,0,0,0,0,0
"NVE12968",0,0,0,0,0,0,0,0,0,0
"NVE12969",0,0,0,0,1,0,0,1,0,0
"NVE12970",1,0,0,0,1,1,1,1,0,0
"NVE12971",0,0,0,0,0,0,0,0,0,0
"NVE12972",0,0,0,0,0,0,0,0,0,0
"NVE12973",0,0,0,0,0,0,1,0,0,0
"NVE12974",0,1,0,0,1,1,1,1,1,1
"NVE12975",0,0,0,0,0,0,0,0,0,0
"NVE12976",0,0,0,0,1,0,1,1,0,1
"NVE12977",0,0,0,0,0,0,0,0,0,0
"NVE12978",0,0,0,0,0,0,1,1,0,0
"NVE12979",0,0,0,0,1,1,0,1,0,0
"NVE12980",0,0,0,0,0,0,0,1,0,0
"NVE12981",0,0,0,0,0,0,0,0,0,0
"NVE12982",0,0,0,0,1,0,0,0,0,0
"NVE12983",0,0,0,0,0,0,0,0,0,0
"NVE12984",0,0,0,0,0,0,0,0,0,0
"NVE12985",0,0,0,0,1,0,0,1,0,0
"NVE12986",0,0,0,0,1,0,0,1,1,1
"NVE12987",0,0,0,0,1,0,1,1,1,1
"NVE12988",0,0,0,0,0,0,0,0,0,0
"NVE12989",0,0,0,0,0,0,0,0,0,0
"NVE12990",0,0,0,0,0,0,0,0,0,0
"NVE12991",0,0,0,0,1,0,1,1,1,1
"NVE12992",1,0,0,0,1,0,1,1,0,1
"NVE12993",0,0,0,0,0,0,0,0,0,0
"NVE12994",0,0,0,0,1,1,1,1,1,1
"NVE12995",0,0,0,0,0,0,0,0,0,0
"NVE12996",0,1,0,0,1,0,0,1,1,1
"NVE12997",0,0,0,0,1,0,0,1,0,0
"NVE12998",0,0,0,0,0,0,0,0,0,0
"NVE12999",0,0,0,0,0,0,0,0,0,0
"NVE13000",0,0,0,0,0,0,0,0,0,0
"NVE13001",0,0,0,0,1,0,0,0,0,0
"NVE13002",0,0,0,0,0,0,1,0,0,0
"NVE13003",0,0,0,1,1,1,1,1,1,1
"NVE13004",0,0,0,0,0,0,0,0,0,0
"NVE13005",0,0,0,0,0,0,0,0,0,0
"NVE13006",0,0,0,0,1,0,1,1,0,1
"NVE13007",0,0,0,0,0,0,0,0,0,0
"NVE13008",0,1,0,0,1,0,1,1,1,1
"NVE13009",0,0,0,0,1,0,1,1,0,1
"NVE13010",0,0,0,0,1,0,1,1,1,1
"NVE13011",0,0,0,0,1,0,0,1,0,1
"NVE13012",0,0,0,0,0,0,0,0,0,0
"NVE13013",0,0,0,0,0,0,0,0,0,0
"NVE13014",0,0,0,0,1,0,1,1,1,1
"NVE13015",0,1,0,0,1,0,1,1,0,1
"NVE13016",0,0,0,0,1,1,0,1,0,1
"NVE13017",0,0,0,0,0,0,0,0,0,0
"NVE13018",0,0,0,0,0,0,0,0,0,0
"NVE13019",0,0,0,0,1,0,0,1,0,1
"NVE13020",0,0,0,0,0,0,0,0,0,0
"NVE13021",0,0,0,0,0,0,0,0,0,0
"NVE13022",0,1,1,1,1,1,1,1,1,1
"NVE13023",1,0,0,0,1,1,1,1,0,0
"NVE13024",0,0,0,0,0,0,0,0,0,0
"NVE13025",0,0,0,0,0,0,0,0,0,0
"NVE13026",1,0,0,0,1,1,1,1,0,1
"NVE13027",0,0,0,0,1,0,1,1,0,1
"NVE13028",0,0,0,0,0,0,0,0,0,0
"NVE13029",0,0,0,0,1,0,1,1,0,1
"NVE13030",0,0,0,0,0,0,0,0,0,0
"NVE13031",0,1,0,1,1,0,1,1,1,1
"NVE13032",0,0,0,0,0,0,0,0,0,0
"NVE13033",0,0,0,0,0,0,0,0,0,0
"NVE13034",0,0,0,0,0,0,0,0,0,0
"NVE13035",0,0,0,0,0,0,0,0,0,0
"NVE13036",0,0,0,0,1,1,0,1,0,0
"NVE13037",0,0,0,0,0,0,0,0,0,0
"NVE13038",0,0,0,0,0,0,0,0,0,0
"NVE13039",0,0,0,1,0,1,1,1,1,1
"NVE13040",0,0,0,0,1,0,0,1,0,1
"NVE13041",0,0,0,0,1,0,1,1,0,1
"NVE13042",0,0,0,0,0,0,0,0,0,0
"NVE13043",0,0,0,0,0,0,0,0,0,0
"NVE13044",0,0,0,0,0,0,0,0,0,0
"NVE13045",0,1,0,0,1,0,1,1,1,1
"NVE13046",0,0,0,0,0,0,0,0,0,0
"NVE13047",0,0,0,0,1,1,1,1,0,1
"NVE13048",0,0,0,0,0,0,0,0,0,0
"NVE13049",1,0,0,0,1,1,1,1,0,1
"NVE13050",0,1,0,1,1,1,1,1,1,1
"NVE13051",1,1,0,0,1,1,1,1,1,1
"NVE13052",0,0,0,0,0,0,0,0,0,0
"NVE13053",0,0,0,0,1,0,1,1,1,1
"NVE13054",0,0,0,0,0,0,0,0,0,0
"NVE13055",0,0,0,0,0,0,0,0,0,0
"NVE13056",0,1,0,0,1,0,0,0,0,0
"NVE13057",1,1,0,0,0,0,0,0,0,0
"NVE13058",1,0,0,0,1,0,1,1,0,1
"NVE13059",0,0,0,0,0,0,0,0,0,0
"NVE13060",0,0,0,0,0,0,0,0,0,0
"NVE13061",0,1,1,1,0,0,0,1,1,1
"NVE13062",0,0,0,0,0,0,1,1,0,1
"NVE13063",1,0,0,0,1,1,1,1,0,1
"NVE13064",1,0,0,0,1,1,1,1,1,1
"NVE13065",0,0,0,0,0,0,0,0,0,0
"NVE13066",0,0,0,0,0,0,0,0,0,0
"NVE13067",0,0,0,0,0,0,0,0,0,0
"NVE13068",0,0,0,0,0,0,1,1,0,0
"NVE13069",0,0,0,0,0,0,0,0,0,0
"NVE13070",0,0,0,0,0,0,0,0,0,0
"NVE13071",0,0,0,0,0,0,0,0,0,0
"NVE13072",0,0,0,0,0,0,0,1,0,0
"NVE13073",0,1,0,0,1,0,1,1,1,1
"NVE13074",0,0,0,0,1,0,1,1,0,1
"NVE13075",1,0,0,0,1,1,1,1,0,1
"NVE13076",0,1,0,1,0,0,0,0,1,1
"NVE13077",0,0,0,0,0,0,0,0,0,0
"NVE13078",0,0,0,0,0,1,1,1,0,1
"NVE13079",0,0,0,0,0,0,0,0,0,0
"NVE13080",0,0,0,0,1,0,1,1,0,1
"NVE13081",0,0,0,0,1,1,0,1,1,1
"NVE13082",0,0,0,0,0,0,0,0,0,0
"NVE13083",0,0,0,1,0,0,0,0,0,0
"NVE13084",0,0,0,0,0,0,0,0,0,0
"NVE13085",0,0,0,0,0,0,0,0,0,0
"NVE13086",0,0,1,0,0,0,0,0,1,1
"NVE13087",1,1,0,0,1,1,1,1,1,1
"NVE13088",0,0,0,0,1,0,0,0,0,0
"NVE13089",0,0,0,0,0,0,0,0,0,0
"NVE13090",0,0,0,0,0,0,0,0,0,0
"NVE13091",0,0,0,0,0,0,0,0,0,0
"NVE13092",0,0,0,0,0,0,0,0,0,0
"NVE13093",0,0,0,0,1,0,0,0,0,1
"NVE13094",1,0,0,0,1,1,0,1,0,0
"NVE13095",0,0,0,0,1,0,0,1,0,1
"NVE13096",1,1,0,0,1,1,1,1,1,1
"NVE13097",0,0,0,0,0,0,0,0,0,0
"NVE13098",0,0,0,0,0,0,0,0,0,0
"NVE13099",1,0,0,0,1,1,1,1,1,1
"NVE13100",0,0,0,0,1,0,0,0,0,0
"NVE13101",0,0,0,0,1,0,1,1,0,1
"NVE13102",0,0,0,0,0,0,0,0,0,0
"NVE13103",0,0,0,0,0,0,0,0,0,0
"NVE13104",0,0,0,0,0,0,0,0,0,0
"NVE13105",1,0,0,0,1,1,1,1,0,0
"NVE13106",0,0,0,0,0,0,0,1,0,0
"NVE13107",0,0,0,0,0,0,0,0,0,0
"NVE13108",0,1,0,0,1,0,0,1,0,1
"NVE13109",1,0,0,0,0,1,1,1,0,0
"NVE13110",0,0,0,0,0,0,0,0,0,0
"NVE13111",0,0,0,0,0,0,0,0,0,0
"NVE13112",0,0,0,0,0,0,0,0,0,0
"NVE13113",0,0,0,0,0,0,0,0,0,0
"NVE13114",0,0,0,0,0,0,0,0,0,0
"NVE13115",0,0,0,0,1,0,0,0,0,0
"NVE13116",1,0,0,0,1,0,0,0,0,0
"NVE13118",0,0,0,0,0,0,0,0,0,0
"NVE13119",0,0,0,0,0,0,0,0,0,0
"NVE13120",0,0,0,0,0,0,0,0,0,0
"NVE13121",0,0,0,0,1,0,0,1,0,1
"NVE13122",0,0,0,0,0,0,0,0,0,0
"NVE13123",0,0,0,0,1,0,0,1,0,1
"NVE13124",0,0,0,0,1,0,0,1,0,1
"NVE13125",0,0,0,0,1,0,0,1,0,0
"NVE13126",0,0,0,0,0,0,0,0,0,0
"NVE13127",0,0,0,0,0,0,0,0,0,0
"NVE13128",0,0,0,0,0,0,0,0,0,0
"NVE13129",0,1,1,1,1,1,1,1,1,1
"NVE13130",0,0,0,0,1,0,1,1,0,1
"NVE13131",0,1,0,0,1,1,1,1,1,1
"NVE13132",0,0,0,0,0,0,0,0,0,0
"NVE13133",1,0,0,0,1,1,1,1,0,1
"NVE13134",0,0,0,0,0,0,0,1,0,1
"NVE13135",1,0,0,0,1,0,1,1,0,0
"NVE13136",0,0,0,0,0,0,0,0,0,0
"NVE13137",0,0,0,0,0,0,0,0,0,0
"NVE13138",0,0,0,0,1,0,1,1,0,1
"NVE13139",0,0,0,0,1,0,0,1,1,1
"NVE13140",0,0,0,0,0,0,0,0,0,0
"NVE13141",1,0,0,0,1,0,0,1,0,0
"NVE13142",0,0,0,0,0,0,0,0,0,0
"NVE13143",0,0,0,0,0,0,0,0,0,0
"NVE13144",1,0,0,0,1,0,1,1,0,0
"NVE13145",0,0,0,0,0,0,0,0,0,0
"NVE13146",0,0,0,0,0,0,0,0,0,0
"NVE13147",1,0,0,0,1,1,1,1,0,1
"NVE13148",1,0,0,0,0,0,0,0,0,0
"NVE13149",0,0,0,0,0,0,0,0,0,0
"NVE13150",0,0,0,1,0,0,0,0,0,0
"NVE13151",0,0,0,0,0,0,0,0,0,0
"NVE13152",0,0,0,0,0,0,0,0,0,0
"NVE13153",0,0,0,0,0,0,0,0,0,0
"NVE13154",0,0,0,0,0,0,0,0,0,0
"NVE13155",0,0,0,0,1,0,0,0,0,0
"NVE13156",0,1,0,0,1,0,1,1,1,1
"NVE13157",0,0,0,0,1,0,0,1,0,1
"NVE13158",0,0,0,0,0,0,1,0,0,0
"NVE13159",0,0,0,0,0,0,0,0,0,0
"NVE13160",0,0,0,0,0,0,0,0,0,1
"NVE13161",0,0,0,0,1,0,0,0,0,0
"NVE13162",0,0,0,0,0,0,0,0,0,0
"NVE13163",0,0,0,0,1,1,0,1,1,1
"NVE13164",0,0,0,0,0,0,0,0,0,0
"NVE13165",0,0,0,0,0,0,0,0,0,0
"NVE13166",0,0,0,0,0,0,0,0,0,0
"NVE13167",0,0,0,0,0,0,0,0,0,0
"NVE13168",0,0,0,0,0,0,0,0,0,0
"NVE13169",0,0,0,0,0,0,0,0,0,0
"NVE13170",1,0,0,0,1,1,1,1,0,1
"NVE13171",1,0,0,0,1,0,1,1,0,1
"NVE13172",0,0,0,0,1,1,0,1,0,1
"NVE13173",0,0,0,0,0,0,0,0,0,0
"NVE13174",0,0,0,0,0,0,0,0,0,0
"NVE13175",0,0,0,0,0,0,0,0,0,0
"NVE13176",1,1,0,0,1,1,1,1,1,1
"NVE13177",1,0,0,1,1,1,1,1,1,1
"NVE13178",0,0,0,0,0,0,0,0,0,0
"NVE13179",0,0,0,0,0,0,0,1,0,1
"NVE13180",0,0,0,0,0,0,0,0,0,0
"NVE13181",0,0,0,0,0,0,0,1,0,0
"NVE13182",0,0,0,0,0,0,0,0,0,0
"NVE13183",0,0,0,0,1,0,1,0,0,0
"NVE13184",0,0,0,0,1,0,1,1,0,1
"NVE13185",0,0,0,0,1,0,0,1,0,1
"NVE13186",0,1,0,0,1,1,1,1,1,1
"NVE13187",0,0,0,0,0,0,0,0,0,0
"NVE13188",0,0,0,0,0,0,1,0,0,0
"NVE13189",0,0,0,0,0,0,0,0,0,0
"NVE13190",0,0,0,0,0,0,0,0,0,0
"NVE13191",0,0,0,0,0,0,0,0,0,0
"NVE13192",0,1,0,0,1,1,1,1,1,1
"NVE13193",0,0,0,0,0,0,0,0,0,0
"NVE13194",0,0,0,0,0,0,0,0,0,0
"NVE13195",0,1,0,0,0,0,0,0,0,0
"NVE13196",0,0,0,0,1,0,0,0,0,0
"NVE13197",0,0,0,0,0,0,0,0,0,0
"NVE13198",0,0,0,0,0,0,0,0,0,0
"NVE13199",1,0,0,0,1,1,1,1,0,1
"NVE13200",0,0,0,0,0,0,0,0,0,0
"NVE13201",0,1,0,0,1,0,0,0,0,0
"NVE13202",0,0,0,0,0,0,0,0,0,0
"NVE13203",0,0,0,0,0,0,0,0,0,0
"NVE13204",0,0,0,0,0,0,0,0,0,0
"NVE13205",1,0,0,0,1,1,1,1,1,1
"NVE13206",0,0,0,0,1,0,0,0,0,0
"NVE13207",0,0,0,0,1,1,1,1,0,1
"NVE13208",1,0,0,0,1,1,1,1,0,1
"NVE13209",0,0,0,0,0,0,0,0,0,0
"NVE13210",0,0,0,0,0,0,0,0,0,0
"NVE13211",0,0,0,0,0,0,0,0,0,0
"NVE13212",0,0,0,0,0,0,0,0,0,0
"NVE13213",1,0,0,0,1,0,1,1,0,0
"NVE13214",0,0,0,0,0,0,0,0,0,0
"NVE13215",0,0,0,0,0,0,0,0,0,0
"NVE13216",0,0,0,0,0,0,0,0,0,0
"NVE13217",0,0,0,0,0,0,0,0,0,0
"NVE13218",0,0,0,0,0,0,0,0,0,0
"NVE13219",0,0,0,0,0,0,0,0,0,0
"NVE13220",0,0,0,0,0,0,0,0,0,0
"NVE13221",0,0,0,0,0,0,0,0,0,0
"NVE13222",0,0,0,0,0,0,0,0,0,0
"NVE13223",0,0,0,0,0,0,0,0,0,0
"NVE13224",0,0,0,0,1,0,0,1,0,1
"NVE13225",0,0,0,0,0,0,0,0,0,0
"NVE13226",0,0,0,0,0,0,0,0,0,0
"NVE13227",0,0,0,0,0,0,0,0,0,0
"NVE13228",0,0,0,0,0,0,0,0,0,0
"NVE13229",0,0,0,0,0,0,0,0,0,0
"NVE13230",0,0,0,0,0,0,0,0,0,0
"NVE13231",0,0,1,1,0,1,1,1,1,1
"NVE13232",0,0,0,0,0,0,0,0,0,0
"NVE13233",0,0,0,0,1,0,0,1,0,1
"NVE13234",0,0,0,0,0,0,0,0,0,0
"NVE13235",0,0,0,0,0,0,0,0,0,0
"NVE13236",0,0,0,0,0,0,0,0,0,0
"NVE13237",0,0,0,0,0,0,0,0,0,0
"NVE13238",0,0,0,0,0,0,0,0,0,0
"NVE13239",0,0,0,0,0,0,0,0,0,0
"NVE13240",0,0,0,0,0,0,0,0,0,0
"NVE13241",0,0,0,0,0,0,0,0,0,0
"NVE13242",0,0,0,0,0,0,0,0,0,0
"NVE13243",0,0,0,0,0,0,0,0,0,0
"NVE13244",0,0,0,0,0,0,0,0,0,0
"NVE13245",0,1,0,0,1,0,0,1,1,1
"NVE13246",0,0,0,0,1,0,0,0,0,0
"NVE13247",0,0,0,0,0,0,0,0,0,0
"NVE13248",0,0,0,0,0,0,0,0,0,0
"NVE13249",0,0,0,0,1,0,0,0,0,0
"NVE13250",1,0,0,0,1,0,0,1,0,0
"NVE13251",0,0,0,0,0,0,0,0,0,0
"NVE13252",0,0,0,0,0,0,0,0,0,0
"NVE13253",0,0,0,0,0,0,0,0,0,0
"NVE13254",0,0,0,0,0,0,0,0,0,0
"NVE13255",0,0,0,0,0,0,0,0,0,0
"NVE13256",0,0,0,0,0,0,0,0,0,0
"NVE13257",0,0,0,0,0,0,0,0,0,0
"NVE13258",0,0,0,0,0,0,0,0,0,0
"NVE13259",0,0,0,0,0,0,0,0,0,0
