"","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt"
"NVE12222",0,0,0,0,0,0,0,0,0,0
"NVE12224",0,0,0,0,0,0,0,0,0,0
"NVE12225",0,0,0,0,0,0,0,0,0,0
"NVE12226",0,0,0,0,0,0,0,0,0,0
"NVE12227",0,0,0,0,1,0,0,1,0,0
"NVE12228",0,0,0,0,1,0,0,1,0,0
"NVE12229",0,0,0,0,0,0,0,0,0,0
"NVE12230",1,1,0,0,0,1,1,1,0,0
"NVE12231",0,0,0,0,0,0,0,0,0,0
"NVE12232",0,0,0,0,0,0,0,0,0,0
"NVE12233",0,0,0,0,1,0,0,1,0,0
"NVE12234",0,0,0,0,0,0,0,0,0,0
"NVE12235",0,0,0,0,1,0,0,0,0,0
"NVE12236",0,0,0,0,1,0,0,0,0,0
"NVE12237",0,0,0,0,0,0,0,0,0,0
"NVE12238",0,0,0,0,1,0,0,0,0,0
"NVE12239",0,0,0,0,0,0,0,0,0,0
"NVE12240",0,0,0,0,1,0,1,1,1,1
"NVE12241",0,0,0,0,0,0,1,1,0,0
"NVE12242",0,0,0,0,1,0,1,1,0,1
"NVE12243",0,0,0,0,1,1,1,1,1,1
"NVE12244",1,0,0,0,1,1,1,1,1,1
"NVE12245",0,1,0,0,1,0,0,1,0,1
"NVE12246",0,0,0,0,1,0,0,1,0,1
"NVE12247",0,0,0,0,0,0,0,0,0,0
"NVE12248",0,0,0,0,0,0,0,0,0,0
"NVE12249",0,0,0,0,0,0,0,0,0,0
"NVE12250",0,0,0,0,0,0,0,0,0,0
"NVE12251",1,1,1,0,0,0,0,0,1,1
"NVE12252",0,0,0,0,1,0,1,1,0,0
"NVE12253",0,0,0,0,0,0,0,0,0,0
"NVE12254",0,0,0,0,1,1,1,1,1,1
"NVE12255",0,0,0,0,0,0,0,0,0,0
"NVE12256",0,0,0,0,0,0,0,0,0,0
"NVE12257",0,0,0,0,0,0,0,0,0,0
"NVE12258",0,0,0,0,0,0,0,0,0,0
"NVE12259",0,0,1,1,0,1,1,1,1,1
"NVE12260",0,0,0,0,1,1,1,1,1,1
"NVE12261",0,0,0,0,1,1,1,1,0,1
"NVE12262",0,0,0,0,1,0,1,1,0,1
"NVE12263",0,0,0,0,0,0,0,0,0,0
"NVE12264",0,0,0,0,0,0,0,0,0,0
"NVE12265",0,0,0,0,0,0,0,0,0,0
"NVE12266",0,0,0,0,1,0,0,0,0,0
"NVE12267",0,0,0,0,0,0,0,0,0,0
"NVE12268",0,0,0,0,0,0,0,0,0,0
"NVE12269",0,0,0,0,0,0,0,0,0,0
"NVE12271",0,0,0,0,1,0,1,1,0,1
"NVE12272",0,0,0,0,0,0,1,1,0,0
"NVE12273",0,0,0,0,0,0,0,0,0,0
"NVE12274",0,0,0,0,0,0,0,0,0,0
"NVE12275",0,0,0,0,0,0,0,0,0,0
"NVE12276",0,0,0,0,0,0,0,0,0,0
"NVE12277",0,0,0,0,0,0,0,0,0,0
"NVE12278",0,0,0,0,1,1,0,0,0,0
"NVE12279",0,0,0,0,0,0,0,0,0,0
"NVE12280",0,0,0,0,0,0,0,0,0,0
"NVE12281",0,0,0,0,0,0,0,0,0,0
"NVE12282",0,0,0,0,0,0,0,0,0,0
"NVE12283",0,0,0,0,0,0,0,0,0,0
"NVE12284",0,0,0,0,0,0,0,0,0,0
"NVE12285",0,0,0,0,0,0,0,0,0,0
"NVE12286",0,0,0,0,0,0,0,0,0,0
"NVE12287",0,0,0,0,1,0,1,1,0,1
"NVE12288",0,0,0,0,1,0,1,1,0,1
"NVE12289",0,0,0,0,0,0,0,0,0,0
"NVE12290",0,0,0,0,0,0,0,0,0,0
"NVE12291",0,0,0,0,0,0,0,0,0,0
"NVE12292",0,0,0,0,0,0,0,0,0,0
"NVE12293",0,0,0,0,1,0,0,0,0,0
"NVE12294",0,0,0,0,0,0,0,0,0,0
"NVE12295",0,0,0,0,0,0,0,0,0,0
"NVE12296",0,0,0,0,0,0,0,0,0,0
"NVE12297",0,0,0,0,0,0,0,0,0,0
"NVE12298",0,1,0,0,1,0,0,1,1,1
"NVE12299",0,0,0,0,0,0,0,0,0,0
"NVE12300",0,0,0,0,0,0,0,0,0,0
"NVE12301",0,0,0,0,0,0,0,0,0,0
"NVE12302",0,0,0,0,0,1,0,0,0,0
"NVE12303",0,0,0,0,1,0,1,1,1,1
"NVE12305",0,0,0,0,0,0,0,0,0,0
"NVE12306",0,0,0,0,1,1,1,1,0,1
"NVE12307",0,0,0,0,0,0,0,0,0,0
"NVE12308",0,0,0,0,0,0,0,0,0,0
"NVE12309",0,0,0,0,1,0,0,1,0,0
"NVE12310",0,0,0,0,0,0,0,0,0,0
"NVE12311",0,0,0,0,1,0,0,1,0,0
"NVE12312",0,0,0,0,1,1,1,1,1,1
"NVE12313",0,0,0,0,1,0,0,1,0,1
"NVE12314",0,0,0,0,0,0,0,0,0,0
"NVE12315",0,0,0,0,0,0,0,0,0,0
"NVE12316",0,0,0,0,0,0,0,0,0,0
"NVE12317",0,0,0,0,0,0,0,0,0,0
"NVE12318",0,0,0,0,0,0,0,0,0,0
"NVE12319",0,0,0,0,0,0,0,0,0,0
"NVE12321",0,0,0,0,0,0,1,1,0,0
"NVE12322",0,0,0,0,0,0,0,0,0,0
"NVE12323",0,0,0,0,0,0,1,0,0,0
"NVE12324",0,0,0,0,0,0,0,0,0,0
"NVE12325",0,0,0,0,0,0,0,0,0,0
"NVE12326",0,0,0,0,1,1,1,1,0,1
"NVE12327",0,0,0,0,0,0,1,1,0,0
"NVE12328",1,0,0,0,1,1,1,1,0,1
"NVE12329",0,0,0,0,0,0,0,0,0,0
"NVE12330",0,0,0,0,0,0,0,0,0,0
"NVE12331",0,0,0,0,0,0,0,0,0,0
"NVE12332",0,0,0,0,0,0,0,0,0,0
"NVE12333",0,0,0,0,0,0,0,0,0,0
"NVE12334",0,0,0,0,0,0,0,0,0,0
"NVE12335",0,0,0,0,0,0,0,0,0,0
"NVE12336",1,0,0,0,1,1,0,1,0,0
"NVE12337",0,1,0,0,0,0,0,0,0,0
"NVE12338",0,0,0,0,0,0,0,0,0,0
"NVE12339",0,0,0,0,1,0,0,0,0,0
"NVE12340",0,0,0,0,0,0,0,0,0,0
"NVE12341",0,0,0,0,1,0,0,1,0,0
"NVE12342",0,1,0,0,1,1,1,1,1,1
"NVE12343",0,1,0,0,1,0,0,1,1,1
"NVE12344",0,0,0,0,0,0,0,0,0,0
"NVE12345",0,0,0,0,0,0,0,0,0,0
"NVE12346",0,0,0,0,1,0,0,1,0,1
"NVE12347",0,0,0,0,0,0,0,0,0,0
"NVE12348",0,0,0,0,0,0,1,0,0,0
"NVE12349",0,0,0,0,0,0,1,0,0,0
"NVE12350",0,0,0,0,0,0,0,0,0,0
"NVE12351",1,0,0,0,1,1,1,1,0,1
"NVE12352",0,0,0,0,0,0,0,0,0,0
"NVE12353",0,0,0,0,1,0,1,1,0,1
"NVE12354",0,0,0,0,0,1,0,0,0,0
"NVE12355",0,0,0,0,0,0,0,0,0,0
"NVE12356",0,0,0,0,1,0,0,0,0,0
"NVE12357",1,0,0,0,1,0,1,1,0,0
"NVE12358",0,0,0,0,1,0,0,1,0,0
"NVE12359",0,0,0,0,1,1,0,1,0,1
"NVE12360",0,0,0,0,0,0,0,0,0,0
"NVE12361",0,0,0,0,0,0,0,0,0,0
"NVE12362",0,0,0,0,0,0,0,0,0,0
"NVE12363",0,0,0,0,0,0,0,0,0,0
"NVE12365",0,0,0,0,0,0,0,0,0,0
"NVE12366",0,0,0,1,0,0,1,0,1,1
"NVE12367",0,0,0,0,0,0,0,0,0,0
"NVE12368",0,0,1,1,0,1,1,1,1,1
"NVE12369",0,0,0,0,0,0,0,0,0,0
"NVE12370",0,0,0,0,1,0,0,0,0,0
"NVE12371",0,0,0,0,0,0,0,0,0,0
"NVE12372",0,0,0,0,1,0,0,1,0,0
"NVE12373",0,0,0,0,1,0,0,1,0,0
"NVE12374",0,1,1,1,0,0,0,1,1,1
"NVE12375",0,0,0,0,0,0,0,0,0,1
"NVE12376",0,0,0,0,0,0,0,0,0,0
"NVE12377",0,0,0,0,0,0,0,0,0,0
"NVE12378",1,0,0,0,1,0,1,1,0,1
"NVE12379",0,0,0,0,0,0,1,0,0,0
"NVE12380",0,1,0,0,1,1,1,1,1,1
"NVE12381",0,0,0,0,0,0,0,0,0,0
"NVE12382",1,0,0,0,1,1,1,1,0,1
"NVE12383",0,0,0,0,0,0,0,0,0,0
"NVE12384",0,0,0,0,0,0,0,0,0,0
"NVE12385",0,0,0,0,0,0,0,0,0,0
"NVE12386",0,0,0,0,0,0,0,0,0,0
"NVE12387",0,0,0,0,0,0,0,0,0,0
"NVE12388",0,0,0,0,0,0,0,0,0,0
"NVE12389",1,0,0,0,1,1,1,1,1,1
"NVE12390",0,0,0,0,0,0,0,0,0,0
"NVE12391",0,1,0,0,1,0,1,1,1,1
"NVE12393",0,0,0,0,1,0,0,0,0,0
"NVE12394",0,1,0,0,1,1,0,1,0,1
"NVE12395",0,0,0,0,1,0,1,1,0,1
"NVE12396",0,0,0,0,1,0,0,0,0,1
"NVE12397",1,0,0,0,1,1,1,1,0,1
"NVE12398",0,0,0,0,0,0,0,0,0,0
"NVE12399",0,0,0,0,0,0,0,0,0,0
"NVE12400",0,0,0,0,0,0,0,0,0,0
"NVE12401",1,0,0,0,1,1,1,1,0,1
"NVE12402",0,0,0,0,0,0,0,0,0,0
"NVE12403",0,0,0,0,0,0,0,0,0,0
"NVE12404",0,0,0,0,0,0,0,0,0,0
"NVE12405",0,0,0,0,0,0,0,0,0,0
"NVE12406",0,0,0,0,0,0,0,0,0,0
"NVE12407",0,0,0,0,0,0,0,0,0,0
"NVE12408",0,0,0,0,0,0,0,0,0,1
"NVE12409",0,0,0,0,0,0,0,0,0,0
"NVE12410",0,0,0,0,0,0,0,0,0,0
"NVE12411",0,1,0,0,1,0,0,1,1,1
"NVE12412",0,0,0,0,0,0,0,0,0,0
"NVE12413",0,0,0,0,0,0,0,0,0,0
"NVE12414",0,0,0,0,0,0,0,0,0,0
"NVE12415",0,0,0,0,0,0,0,0,0,0
"NVE12416",0,0,0,0,0,0,0,0,0,0
"NVE12417",0,0,0,0,0,0,1,1,0,0
"NVE12418",0,0,0,0,0,0,0,0,0,0
"NVE12419",0,0,0,0,0,0,0,0,0,0
"NVE12422",0,0,0,0,0,0,0,0,0,0
"NVE12423",0,0,0,0,0,0,0,0,0,0
"NVE12424",0,0,0,0,0,0,0,0,0,0
"NVE12425",0,0,0,0,0,0,0,0,0,0
"NVE12426",0,0,0,0,0,0,0,0,0,0
"NVE12427",0,0,0,0,0,0,0,0,0,0
"NVE12428",1,0,0,0,1,0,0,0,0,0
"NVE12429",0,0,0,0,0,0,0,0,0,0
"NVE12430",0,0,0,0,0,0,0,0,0,0
"NVE12431",0,0,0,0,1,0,0,0,0,0
"NVE12432",0,0,0,0,0,0,0,0,0,0
"NVE12433",1,0,0,0,0,1,0,1,0,0
"NVE12434",0,0,0,0,0,0,0,0,0,1
"NVE12435",0,0,0,0,0,0,0,0,0,0
"NVE12436",0,0,0,0,0,0,0,0,0,0
"NVE12437",0,0,0,0,0,0,0,0,0,0
"NVE12438",0,0,0,0,0,0,0,0,0,0
"NVE12439",0,0,0,0,1,0,1,1,1,1
"NVE12440",0,0,0,0,0,0,0,0,0,0
"NVE12441",1,1,0,0,1,1,1,1,1,1
"NVE12442",0,0,0,0,0,0,0,0,0,0
"NVE12443",0,0,0,0,0,0,0,0,0,0
"NVE12444",0,0,0,0,0,0,0,0,0,0
"NVE12445",0,0,0,0,0,0,0,0,0,0
"NVE12446",0,0,0,0,0,0,0,0,0,0
"NVE12447",0,0,0,0,0,0,0,0,0,0
"NVE12448",0,0,0,0,0,0,0,0,0,0
"NVE12449",0,0,0,0,1,1,1,1,0,1
"NVE12450",0,0,0,0,0,0,0,0,0,0
"NVE12451",0,0,0,0,0,0,0,0,0,0
"NVE12452",1,0,0,0,1,0,0,0,0,0
"NVE12453",0,1,0,1,1,0,1,1,1,1
"NVE12454",0,0,0,0,0,0,0,0,0,0
"NVE12455",1,0,0,0,1,1,1,1,1,1
"NVE12456",1,0,0,0,1,1,1,1,0,1
"NVE12457",1,0,0,0,1,1,1,1,0,1
"NVE12458",0,0,0,0,1,0,0,0,0,0
"NVE12460",0,0,0,0,0,0,0,0,0,0
"NVE12461",0,0,0,0,0,0,0,0,0,0
"NVE12462",0,0,0,0,0,0,0,0,0,0
"NVE12463",0,0,0,0,1,0,0,0,0,0
"NVE12464",0,0,0,0,0,0,0,0,0,0
"NVE12465",0,0,0,0,0,0,0,0,0,0
"NVE12466",0,0,0,0,0,0,0,0,0,0
"NVE12467",1,1,0,0,1,0,1,1,0,1
"NVE12468",0,0,0,0,0,0,0,0,0,0
"NVE12469",0,0,0,0,0,0,0,0,0,0
"NVE12470",0,0,0,0,1,0,0,1,0,1
"NVE12471",0,0,0,0,1,0,1,1,0,1
"NVE12472",0,0,0,0,1,0,1,1,0,0
"NVE12473",0,0,0,0,1,1,0,1,0,1
"NVE12474",0,0,0,0,0,0,1,1,0,0
"NVE12475",0,0,0,0,1,0,1,1,0,1
"NVE12476",0,1,0,0,1,0,1,1,1,1
"NVE12477",0,0,0,0,1,0,0,0,0,0
"NVE12478",0,0,0,0,0,0,1,1,0,0
"NVE12479",0,0,0,0,0,0,0,0,0,0
"NVE12480",0,0,0,0,0,0,0,0,0,0
"NVE12481",0,0,0,0,0,0,0,0,0,0
"NVE12482",0,0,0,0,0,0,0,0,0,0
"NVE12483",0,0,0,0,0,0,0,0,0,0
"NVE12484",0,0,0,0,0,0,0,0,0,0
"NVE12485",0,0,0,0,0,1,0,0,0,0
"NVE12486",1,0,0,0,1,1,1,1,0,0
"NVE12487",1,0,0,0,0,0,0,0,0,0
"NVE12488",1,0,0,0,1,0,1,1,0,0
"NVE12489",0,0,0,0,0,0,0,0,0,0
"NVE12490",0,0,0,0,0,0,0,0,0,0
"NVE12491",0,0,0,0,1,0,1,1,0,1
"NVE12492",1,0,0,0,1,1,1,1,1,1
"NVE12493",1,0,0,0,1,1,1,1,0,1
"NVE12494",0,0,0,0,0,0,0,0,0,0
"NVE12495",0,0,1,0,1,1,1,1,1,1
"NVE12496",0,0,0,0,0,0,0,0,0,0
"NVE12497",0,0,0,0,0,0,0,0,0,0
"NVE12498",1,0,0,0,0,0,0,0,0,0
"NVE12499",0,0,0,0,1,0,0,1,0,1
"NVE12500",0,0,0,0,0,0,0,0,0,0
"NVE12501",0,0,0,0,0,1,0,0,0,0
"NVE12502",0,0,0,0,0,0,0,0,0,0
"NVE12503",0,0,0,0,0,0,0,0,0,0
"NVE12504",0,0,0,0,0,0,0,0,0,0
"NVE12505",0,0,0,0,0,0,1,1,0,1
"NVE12506",0,0,0,0,0,0,0,0,0,0
"NVE12507",0,0,0,0,0,0,0,0,0,0
"NVE12508",0,0,0,0,0,0,0,0,0,0
"NVE12509",1,0,0,0,1,1,1,1,0,1
"NVE12510",0,1,0,0,1,0,1,1,1,1
"NVE12511",0,0,0,0,1,0,1,1,0,1
"NVE12512",0,0,0,0,0,0,0,0,0,0
"NVE12513",0,0,0,0,0,0,0,0,0,0
"NVE12514",0,0,0,0,1,0,0,1,0,0
"NVE12515",0,0,0,0,0,0,0,0,0,0
"NVE12516",0,0,0,0,0,0,0,0,0,0
"NVE12517",1,0,0,0,1,0,1,1,0,1
"NVE12518",0,0,0,0,0,0,0,0,0,0
"NVE12519",1,0,0,0,1,1,1,1,0,1
"NVE12520",0,0,0,0,1,0,0,1,1,1
"NVE12521",0,0,0,0,0,0,1,0,0,0
"NVE12522",1,0,0,0,1,1,1,1,0,0
"NVE12524",1,0,0,0,1,0,1,1,0,1
"NVE12525",1,0,0,0,1,0,0,1,0,0
"NVE12526",0,0,0,0,0,0,0,0,0,0
"NVE12527",0,0,0,0,1,0,0,1,0,1
"NVE12528",0,0,0,0,0,0,0,0,0,0
"NVE12529",0,0,0,0,0,0,0,0,0,0
"NVE12530",0,0,0,0,0,0,0,0,0,0
"NVE12531",0,0,0,0,0,0,0,0,0,0
"NVE12532",0,0,0,0,0,0,0,0,0,0
"NVE12533",0,0,0,0,0,0,0,0,0,0
"NVE12534",0,0,0,0,0,0,0,0,0,0
"NVE12535",0,0,0,0,0,0,0,0,0,0
"NVE12536",0,0,0,0,0,0,0,0,0,0
"NVE12537",0,0,0,0,0,0,0,0,0,0
"NVE12538",0,0,0,0,0,0,0,0,0,0
"NVE12539",0,0,0,0,0,0,0,0,0,0
"NVE12540",0,0,0,0,1,0,0,1,0,1
"NVE12541",0,0,0,0,0,0,0,0,0,0
"NVE12542",0,0,0,0,0,0,1,0,0,1
"NVE12543",0,0,0,0,0,0,0,0,0,0
"NVE12544",0,0,0,0,0,0,0,0,0,0
"NVE12545",0,0,0,0,0,0,0,0,0,0
"NVE12546",0,0,0,0,0,0,0,0,0,0
"NVE12547",0,0,0,1,0,0,0,0,1,0
"NVE12548",0,1,0,1,1,1,1,1,1,1
"NVE12549",0,0,0,0,0,0,0,0,0,0
"NVE12550",0,0,0,0,1,0,0,1,0,0
"NVE12551",0,0,0,0,0,1,0,0,0,0
"NVE12552",0,0,0,0,0,0,0,0,0,0
"NVE12553",0,0,0,0,0,0,0,0,0,0
"NVE12554",0,1,0,0,0,0,0,0,1,1
"NVE12555",0,0,0,0,0,0,0,0,0,0
"NVE12556",0,0,0,0,0,0,0,0,0,0
"NVE12557",0,0,0,0,0,0,0,0,0,0
"NVE12558",0,0,0,0,1,1,0,1,0,1
"NVE12559",1,0,0,0,1,1,1,1,0,1
"NVE12560",0,0,0,0,0,0,0,0,0,0
"NVE12561",0,0,0,0,0,0,0,0,0,0
"NVE12562",0,0,0,0,1,0,1,1,0,1
"NVE12563",0,0,0,0,0,0,0,0,0,0
"NVE12564",0,0,0,0,0,0,0,0,0,0
"NVE12565",0,0,0,0,1,0,1,1,0,1
"NVE12566",0,0,0,0,0,0,0,0,0,0
"NVE12567",0,0,0,0,0,0,0,0,0,0
"NVE12568",0,0,0,0,0,0,0,0,0,0
"NVE12569",1,0,0,0,1,1,1,1,0,1
"NVE12570",0,0,0,0,0,0,0,0,0,0
"NVE12571",0,0,0,0,0,0,0,0,0,0
"NVE12572",0,0,0,0,0,0,0,0,0,0
"NVE12573",0,0,0,0,0,0,0,0,0,0
"NVE12574",0,0,0,0,0,0,0,0,0,0
"NVE12575",1,0,0,0,1,1,1,1,0,1
"NVE12576",0,0,0,0,1,0,0,0,0,0
"NVE12577",0,0,0,0,0,0,0,0,0,0
"NVE12578",0,0,0,0,0,0,0,0,0,0
"NVE12579",0,0,0,0,0,0,0,0,0,0
"NVE12580",0,0,0,0,0,0,0,0,0,0
"NVE12581",0,0,0,0,1,0,0,1,0,0
"NVE12582",0,0,0,0,1,0,0,1,1,1
"NVE12583",0,0,0,0,0,0,0,0,0,0
"NVE12584",0,0,0,0,0,0,0,1,0,1
"NVE12585",0,0,0,0,0,0,0,0,0,0
"NVE12586",0,0,0,0,0,0,0,0,0,1
"NVE12587",0,0,0,0,0,0,0,0,0,0
"NVE12588",0,0,0,0,0,0,0,0,0,0
"NVE12589",0,0,0,0,0,0,1,0,0,1
"NVE12590",1,0,0,0,1,1,1,1,0,1
"NVE12591",1,0,0,0,1,0,0,0,0,0
"NVE12592",0,0,0,0,0,0,0,0,0,0
"NVE12593",0,0,0,0,0,0,0,0,0,0
"NVE12594",0,0,0,0,0,0,0,0,0,0
"NVE12595",0,0,0,0,0,0,0,0,0,0
"NVE12596",0,0,0,0,1,0,1,1,0,1
"NVE12597",0,0,0,0,0,0,0,0,0,0
"NVE12599",0,0,0,0,1,0,0,0,0,0
"NVE12600",0,0,0,0,0,0,1,1,0,0
"NVE12601",0,0,0,0,0,0,0,0,0,0
"NVE12602",0,0,0,0,0,0,0,0,0,0
"NVE12603",0,0,0,0,0,0,0,0,0,0
"NVE12604",0,0,0,0,0,0,0,0,0,0
"NVE12605",0,0,0,1,0,0,0,0,1,0
"NVE12606",0,0,0,0,0,0,1,1,0,0
"NVE12607",0,1,0,0,1,0,0,1,1,1
"NVE12608",0,1,0,1,1,0,1,1,1,1
"NVE12609",0,0,0,0,1,0,0,0,0,0
"NVE12610",0,0,0,0,1,0,1,1,1,1
"NVE12611",1,0,0,0,1,1,1,1,0,1
"NVE12612",1,0,0,0,1,1,1,1,1,1
"NVE12613",0,0,0,0,0,0,0,0,0,0
"NVE12614",0,0,0,0,0,0,0,0,0,0
"NVE12615",1,0,0,0,1,1,1,1,1,1
"NVE12616",0,0,0,0,0,0,0,0,0,0
"NVE12617",0,0,0,0,0,0,0,0,0,0
"NVE12618",1,0,0,0,1,0,1,1,0,0
"NVE12619",0,0,0,0,0,0,0,0,0,0
"NVE12620",0,0,0,0,0,0,0,0,0,0
"NVE12621",0,0,0,0,0,0,0,0,0,0
"NVE12622",0,0,0,0,0,0,0,0,0,0
"NVE12623",0,0,0,0,0,0,1,0,0,0
"NVE12624",1,1,0,0,1,1,1,1,1,1
"NVE12625",0,0,0,0,1,0,0,0,0,0
"NVE12626",1,0,0,0,1,0,0,1,0,0
"NVE12627",0,0,0,0,1,0,1,1,0,1
"NVE12628",0,0,0,0,0,0,0,0,0,0
"NVE12629",0,0,0,0,0,0,0,0,0,0
"NVE12630",0,0,0,0,0,0,0,0,0,0
"NVE12631",0,0,0,0,1,0,1,1,0,1
"NVE12632",0,1,0,1,0,0,1,1,1,1
"NVE12633",0,0,0,0,0,0,0,0,0,0
"NVE12634",0,0,0,0,0,0,0,0,0,0
"NVE12635",0,0,0,0,0,0,0,0,0,0
"NVE12636",0,0,0,0,0,0,0,0,0,0
"NVE12637",0,0,0,0,0,0,0,0,0,0
"NVE12638",0,0,0,0,0,0,0,0,0,0
"NVE12639",0,0,0,0,0,0,0,0,0,0
"NVE12640",0,0,0,0,0,0,0,0,0,0
"NVE12641",0,0,0,0,0,0,0,0,0,0
"NVE12642",0,0,0,0,0,0,0,0,0,0
"NVE12643",0,0,0,0,0,0,0,0,0,0
"NVE12644",0,0,0,0,0,0,0,0,0,0
"NVE12645",0,0,0,0,0,0,0,0,0,0
"NVE12646",0,1,0,0,1,0,1,1,1,1
"NVE12647",0,0,0,0,0,0,0,0,0,0
"NVE12648",0,0,0,0,0,0,0,0,0,0
"NVE12649",0,1,0,0,1,1,1,1,1,1
"NVE12650",1,1,0,1,1,1,1,1,1,1
"NVE12651",0,0,0,0,0,0,0,0,0,0
"NVE12652",0,0,0,0,0,0,0,0,0,0
"NVE12653",0,0,0,0,0,0,0,0,0,0
"NVE12654",0,0,0,0,1,0,1,1,0,1
"NVE12655",0,1,0,0,1,1,1,1,1,1
"NVE12656",0,0,0,0,0,0,0,0,0,0
"NVE12657",0,0,0,0,0,0,0,0,0,0
"NVE12658",0,1,0,0,1,1,1,1,1,1
"NVE12659",0,0,0,0,0,0,0,0,0,0
"NVE12660",0,0,0,0,0,0,0,0,0,0
"NVE12661",0,0,0,0,0,0,0,0,0,0
"NVE12662",0,0,0,0,0,0,0,0,0,0
"NVE12663",1,0,0,0,0,0,0,0,0,0
"NVE12664",0,0,0,0,0,0,0,1,1,1
"NVE12665",0,1,0,0,1,1,1,1,1,1
"NVE12666",0,0,0,0,0,0,0,0,0,0
"NVE12667",0,0,0,0,1,0,1,1,0,0
"NVE12668",0,0,0,0,0,0,0,0,0,0
"NVE12669",0,0,0,0,1,1,0,1,0,1
"NVE12670",0,0,0,0,0,0,0,0,0,0
"NVE12671",0,0,0,0,0,0,0,0,0,0
"NVE12672",0,0,0,0,0,0,0,0,0,0
"NVE12673",0,0,0,0,0,0,0,0,0,0
"NVE12674",0,0,0,0,0,0,0,0,0,0
"NVE12675",0,1,0,1,0,0,1,1,1,1
"NVE12676",0,0,0,0,0,0,0,0,0,0
"NVE12677",0,0,0,0,1,0,0,1,0,0
"NVE12678",0,0,0,0,0,0,0,0,0,0
"NVE12679",0,0,0,0,0,0,0,0,0,0
"NVE12680",0,0,0,0,0,0,0,0,0,0
"NVE12681",0,0,0,0,1,0,0,1,0,1
"NVE12682",0,0,0,0,0,1,0,1,0,0
"NVE12683",0,0,0,0,0,0,0,0,0,0
"NVE12684",0,1,0,0,1,1,1,1,1,1
"NVE12685",0,0,0,0,1,1,1,1,1,1
"NVE12686",0,0,0,0,0,0,0,0,0,0
"NVE12687",0,0,0,0,0,0,0,0,0,0
"NVE12688",1,0,0,0,1,0,1,1,0,0
"NVE12689",0,0,0,0,0,0,0,0,0,0
"NVE12690",0,0,0,0,0,0,0,0,0,0
"NVE12691",0,0,0,0,0,0,0,0,0,0
"NVE12692",0,0,0,0,0,0,0,0,0,0
"NVE12693",0,0,0,0,0,0,0,0,0,0
"NVE12694",0,0,0,0,0,0,0,0,0,0
"NVE12695",0,0,0,0,0,0,0,0,0,0
"NVE12696",0,0,0,0,0,0,0,0,0,0
"NVE12697",0,0,0,0,0,0,0,0,0,0
"NVE12698",0,0,0,0,0,0,0,0,0,0
"NVE12700",0,0,0,0,0,0,0,0,0,0
"NVE12701",0,0,0,0,0,0,0,0,0,0
"NVE12702",0,0,0,0,0,0,0,0,0,0
"NVE12703",0,0,0,0,0,0,0,0,0,0
"NVE12704",1,0,0,0,1,0,0,1,0,0
"NVE12705",0,0,0,0,1,1,0,1,0,1
"NVE12706",0,0,0,0,0,0,0,0,0,0
"NVE12707",0,0,0,0,0,0,0,0,0,0
"NVE12708",0,0,0,0,0,0,0,0,0,0
"NVE12709",0,0,0,0,1,0,0,1,0,0
"NVE12710",0,0,0,0,0,0,0,0,0,0
"NVE12711",0,0,0,0,1,0,0,0,0,0
"NVE12712",0,0,0,0,1,0,0,0,0,0
"NVE12713",0,0,0,0,0,0,0,0,0,0
"NVE12715",0,0,0,0,0,0,0,0,0,0
"NVE12716",0,0,0,0,0,0,0,0,0,0
"NVE12717",0,0,0,0,0,0,0,0,0,0
"NVE12718",0,0,0,0,0,0,0,0,0,0
"NVE12719",0,0,0,0,0,0,0,0,0,0
"NVE12720",0,0,0,0,0,0,0,0,0,0
"NVE12721",0,0,0,0,0,0,0,0,0,0
"NVE12722",0,0,0,0,0,0,0,0,0,0
"NVE12723",0,0,0,0,0,0,0,0,0,0
"NVE12724",0,0,0,0,0,0,0,0,0,0
"NVE12725",0,0,0,0,0,0,0,0,0,0
"NVE12726",0,0,0,0,1,0,1,1,0,1
"NVE12727",0,0,0,0,0,0,0,0,0,0
"NVE12728",0,0,0,0,1,0,0,1,1,1
"NVE12729",1,0,0,0,0,0,0,0,0,0
"NVE12730",0,0,0,0,0,0,1,0,0,0
"NVE12731",1,0,0,0,1,1,1,1,0,1
"NVE12732",0,0,0,0,1,0,0,0,0,0
"NVE12733",0,0,0,0,1,0,0,0,0,0
"NVE12734",0,0,0,0,0,0,0,0,0,0
"NVE12735",0,0,0,0,0,0,0,0,0,0
"NVE12736",0,0,0,0,0,0,0,0,0,0
"NVE12737",0,0,0,0,0,0,0,0,0,0
"NVE12738",0,0,0,0,0,0,0,0,0,0
"NVE12739",1,1,0,0,1,1,1,1,1,1
"NVE12740",0,0,0,0,0,0,0,0,0,0
"NVE12741",0,0,0,0,0,0,0,0,0,0
"NVE12742",0,0,0,0,1,0,1,1,0,1
"NVE12743",0,0,0,0,0,0,0,0,0,0
"NVE12744",0,0,0,0,1,0,0,0,0,0
"NVE12745",0,0,0,0,0,0,0,0,0,0
