,G03278,G03279,G03280,G03281,G03282,G03283,G03284,G03285,G03286,G03287,G03288,G03289,G03290,G03291,G03292,G03303,G03304,G03305,G03306,G03307,G03308,G03309,G03310,G03311,G03312,G03313,G03314,G03315,G03316,G03317,G03318,G03324,G03325,G03326,G03327,G03328,G03329,G03330,G03331,G03332,G03333,G03334,G03335,G03336,G03337,G03338,G03344,G03345,G03346,G03347,G03348,G03349,G03350,G03351,G03352,G03353,G03354,G03355,G03356,G03357,G03358,G03369,G03370,G03371,G03372,G03373,G03374,G03375,G03376,G03377,G03378,G03379,G03380,G03381,G03382
cluster879,0,0,0,9.79E-05,0.000166265,0.000322326,0.000338203,0.00038361,0.000335683,0.000685192,0.000839776,0.000970339,0.001026116,0.001155102,0.000625451,0,0,0,0,0,0,0,0.000136698,0,0.000102407,0,0,0,0.004333637,0,0,0,0,0,0,0,0,0.000202393,0,0,0.000136528,0,0,0,0,0,0.006265754,0.001989593,0.000298394,0.00533671,0.002329627,0,0.000333882,0.001750962,0.003898588,0,0,0,0,0.000658921,0.000130497,0.007614748,0.003935409,0.004539003,0.004608403,0.004287267,0.00012975,0.000177882,0.003343634,0.001869584,0.002881974,0.000536455,0.000801002,0.002049766,0.001179295
cluster880,0,0,0,0,0,0.000501397,0.000450938,0.000143854,0.000234978,0.00040604,0.010102008,0.023996224,0.0062891,0.003744125,0.01618956,0,0,0,0,0,0,0.00020637,0.000191377,0.000164042,0.000273084,0,0,0.000253678,0.000160505,0.00016819,0,0.002053122,0.000486145,0,0.000126826,0,0.001266158,9.00E-05,0,0,0.00068264,0,0,0,0,8.49E-05,0.000499358,0,0.000732422,0.000407037,0,0.000692042,0,0.001980596,0.000169504,0.003071189,0,0,0.000127864,0.000658921,0,0.000872837,9.37E-05,7.39E-05,0.00016375,0.000181152,0.000389249,0,0.000379958,0.000341073,0.000720494,0,0.00069831,0,0
cluster881,0.000454076,0.000397947,0.000412485,0.000391715,0.000387951,0.000250698,0.000450938,0,0,0.000329907,0,0,0,0.000796622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327323,0,0,0.00071319,0.000364609,0.000519751,0.000507303,0.00027881,0,0,0,0,0,0.000918665,0.001840847,0.000570698,0.000473541,0.001131414,0.002639464,0.001770956,0.002305773,0.002080412,0.001149282,0,0,0,9.69E-05,0,0.001103356,0.000999744,0.001150773,0.000624241,0.000347993,0.003551543,0.001592904,0.001079307,0.001614111,0.001288193,0,0,0.000101322,0,0,0.001048525,0.000739387,0.000619697,0.000673883
cluster882,0,0,0,0,0,0.000107442,0.000135281,9.59E-05,0,0,0.002988614,0.003514201,0.008308232,0.001772485,0.002910753,0,0,0,0,0,0,0.0004586,0.000300735,0.000787402,0.000375491,7.23E-05,0,0.000197305,0.000107003,8.41E-05,0.000145849,0.001275097,0.000947982,0,0.000126826,0,0.001590059,0,0,0.000111953,0.000853301,0,0,0,0,0,0.000166453,0.000327955,0.000678168,0.000678395,0,0.00049827,0,0.002152822,0,0.000314994,0.000205276,0,0,0.00010404,0,0,6.25E-05,5.91E-05,0.000327501,0,0,0,0.000101322,0.000467396,4.50E-05,0,0.000534002,0,0
cluster883,0,0,0,0,0,0.00017907,0.000180375,0,0.000100705,7.61E-05,0,0,0.000132402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50E-05,0,0,0,0,0,0,0,0,0,4.37E-05,0,0,0,0,0.000422918,8.61E-05,0,0.000577488,0,0,0,0,0,0.003551543,0.001592904,0.004479863,0.002596613,0.000281792,0.004392956,0.000228705,0.001545164,0.001819055,0.002183996,0,0,9.53E-05,0
cluster884,0,0,0,0,0.000249397,0.00150419,0.001916486,0.001294685,0.002047667,0.002233219,0,0,0,0.00053772,0,0,0,0,0,0,5.25E-05,0,0.000437433,0,0,0,0,0,0,0,0,8.64E-05,0,0,0.000105688,0,0.000559465,0.000607178,0,0,0.000102396,0,0,0,0,0,0,0.003760549,0.000922309,0.000158292,0.002422812,0.000249135,0.000667765,0.000229634,0.001113882,0.000472491,0,0,0,0,0,0.002197141,0.000437268,0.001256727,0.000935716,0.000281792,0.000315107,0,0.000658595,0.000530558,0,0,0,0,0
cluster885,0,0,0,0,0,0,0.000225469,0.000119878,0,0,0.000938573,0.000786761,0.000926815,0.000438142,0.001082511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347761,0,0,0,0,0,0.000105688,0,0.000117782,0,0,0,0,0,0,0,0,0,0.000118895,8.75E-05,0.00016276,0.000180905,0,0.00016609,0,0.001033354,0.000435867,0.00102373,0.000153957,0,0,0.00010404,0,0.00027088,0.001061936,0.001212372,0.001310003,0.000140896,0.002001854,0.00015247,0.001925123,0.000517925,0.003219705,0,0.000164308,0.000190676,0
cluster886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003156599,0,0,0,0,0,0,0,0,0,0,0,0.00034132,0,0,0,0,0,0,0,0,0,0,0,0,0.00020093,0,0.001574969,0,0.000384517,0,0,0,0.000662152,0,0.000443551,0,0.000261664,0.001037998,0,0.000202645,0.000442131,0.002071419,0.000414533,0.001910082,0.001001049,0
cluster887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001534989,0.000374801,0.001567213,0.00257322,0.000362304,0.004114921,0.000330352,0.001671817,0.001263233,0.002701851,0.000487686,0.00069831,0.000429021,0
cluster888,0,0,0,0,0,0,0.000157828,0,0.000100705,0.000152265,0.000419888,0,0.000662011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064202,0,0,0,0,0,0.000126826,0,0,0,0,0,6.83E-05,0,0,0,0,0,0.00023779,0.000153046,0.000244141,0.000203519,0.000124247,0,0,0,0,0,0,0,0,0,8.70E-05,0.000150489,0.000249867,0.00017742,0.001239824,8.05E-05,5.56E-05,5.08E-05,0.000835909,0.000151588,0.001350925,0.00034138,0.001335004,0.000333683,0.001052942
cluster889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000782543,0,0.000458336,0.001239824,0,0.001390176,0,0.000658595,0.000442131,0.000495339,0.000243843,0,0.000238345,0
cluster890,0,0,0,0,0,0,0,0,0,0,0,0,0.000562709,0.000219071,0.000144335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221453,0,0.000717607,0,0.000419992,0,0,0,0,0,0,0,0.000901887,0.001029288,0.000241536,0.000630213,0,0.000405289,0,0.000450308,0,0.000184847,0,0
cluster891,0,0.000318357,0.000206242,0,0.000221686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232514,0,0,0,0,0,0,0,0,0,0,0,7.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027088,0.000624668,0.000384411,0.001988397,0.00030192,0,0,0,0,0,0,0,0,0
cluster892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004819277,0,0,0,0.001531049,0,0,0,0
cluster893,0,0,0,0,0,0.000358141,0.000248016,0.001510465,0.000302115,0.000329907,0,0,0,0,0,0,0,0,0,0,0,6.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143521,0,0.000367493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001058979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster895,0,0,0,0,0,0,0,0,0,0,0.000172895,0.000367155,0,0.000477973,0.000433005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89E-05,0,0,0,0,0,0,0,0,0,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91E-05,0.000140357,0,0.000240964,0,0,2.53E-05,0,4.88E-05,0,0,0
cluster896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72E-05,7.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75E-05,0.000217014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39E-05,0,0,0,0,0,0,0,0,0.000225924,0,0
cluster897,0,0,0,0,0,0,0,0,0,0,0.000370489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster898,0,0,0,0,0,0,0,0,0,0,0.000370489,0.00034093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster900,0,0,0,0,0,0,0,0,0,0,0,0,0.000794413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster901,0,0,0,0,0,0,0,0,0,0,0,0.000603184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster903,0,0,0,0,0,0,0,0,0,0,0,0.000445831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136528,0,0,0,0,0,0,0,0,0,0,0,0,0.000373156,7.26E-05,0.000472491,0,0,0,0,0,0,0,0,0,0,7.41E-05,0,0,0,0,0,0,0,0
cluster906,0,0,0,0,0,0,0,0,0,0,0,0,0.000397206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster907,0,0,0,0,0,0,0,0,0,0,0.000271692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster908,0,0,0,0,0,0,0,0,0,0,0.000123496,0.001468621,0,0.000219071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131247,0,0,0,0,0,0.000361174,0,0.000162635,0,0,0.000111214,0,0,0.00054319,0,0,0,0,0
cluster909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster910,0,0,0,0,0,0,0,0,0,0,0.000246993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster911,0,0,0,0,0,0,0,0,0,0,0,0,0.000331005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00013872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster914,0,0,0,0,0,0,0,0,0,0,0.000222294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster915,0,0,0,0,0,0,0,0,0,0,0,0,0.000297905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster917,0,0,0,0,0,0,0,0,0,0,0,0,0.000264804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster923,0,0,0,0,0,0,0,0,0,0,0,0,0.001721228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130784,0,0,0,0,0,0,0,0,0,0.000179616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84E-05,0,0,0,0,0
cluster925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster932,0,0,0,0,0,0,0,0,0,0,0,0.000104902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster933,0,0,0,0,0,0,0,0,0,0,0,0,0.000132402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41E-05,0,0,0,0,0,0,0,0
cluster938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-05,0,0,0,0,0
cluster939,0,0,0,0,0,0.000107442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56E-05,0,0,0,0,0,0,0,0
cluster944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03E-05,0,0,0,0,0,0,0,0,0
cluster949,0.010691434,0.015082176,0.012512031,0.013024531,0.012386732,0.017978655,0.022118506,0.017502218,0.012051024,0.021418602,0.008867044,0.009073982,0.008573036,0.01909902,0.014433486,0.004910857,0.003903469,0.001412328,0.001814031,0.001743549,0.042069328,0.031689253,0.057194412,0.038188976,0.04082608,0.01170774,0.005877501,0.005468177,0.001230539,0.003363794,0.008925967,0.003933349,0.001555664,0.002598753,0.001733285,0.000929368,0.055445953,0.087613565,0.057871776,0.002892115,0.017066011,0.020801207,0.015566464,0.015487553,0.004853794,0.0086836,0.002627574,0.000546591,0.000976563,0.025620732,0.000745481,0.00700346,0.036615768,0.021671738,0.003632225,0.006641117,0.001975777,0.006126634,0.004709643,0.007525577,0.001609465,0.009149737,0.000281101,0.000768821,0.000982502,0.000583712,0.00218721,0.000584468,0.003292973,0.005495061,0.003422344,0.001755669,0.005483785,0.002288111,0.008507771
cluster950,0,0.000198973,0,0.000171375,0,0.0925077,0.098913239,0.071759093,0.052433703,0.10425073,0.06365006,0.094830977,0.068385687,0.062136541,0.068414722,0.000256219,0,0.000286041,0,0.000398525,0.001496849,0.003829309,0.002952675,0.002952756,0.006041987,0.00158994,0.000446828,0.0010429,0.001043283,0.001093233,0.000350038,0.006959002,0.002479339,0.000285863,0.001141432,0.000325279,0.013574394,0.002361248,0.000184071,0.001735269,0.005051539,0.000492142,0.001194936,0.000137755,0.001331834,0.000254568,0.003804632,0.003301412,0.005588107,0.009972412,0.000155308,0.011100346,0.000111294,0.035794247,0.007482384,0.028585678,0,0.000512689,0.00072456,0.003745448,0.00326243,0.002919488,0.000812068,0.003356201,0.005544119,0.0005032,0.003484708,0.000254117,0.004711485,0.015664081,0.069955419,0.000463302,0.006325864,0.00047669,0.000463294
