,G03278,G03279,G03280,G03281,G03282,G03283,G03284,G03285,G03286,G03287,G03288,G03289,G03290,G03291,G03292,G03303,G03304,G03305,G03306,G03307,G03308,G03309,G03310,G03311,G03312,G03313,G03314,G03315,G03316,G03317,G03318,G03324,G03325,G03326,G03327,G03328,G03329,G03330,G03331,G03332,G03333,G03334,G03335,G03336,G03337,G03338,G03344,G03345,G03346,G03347,G03348,G03349,G03350,G03351,G03352,G03353,G03354,G03355,G03356,G03357,G03358,G03369,G03370,G03371,G03372,G03373,G03374,G03375,G03376,G03377,G03378,G03379,G03380,G03381,G03382
cluster806,0,0,0,0,0,0,0.000180375,0.000143854,0,0.000126887,0,0,0.001158518,0.000159324,0,0,0,0,0,0.000199263,0.000131303,0.00162803,0.000464773,0.000557743,0.000409626,0.00021681,0.000103114,0,0.000401263,8.41E-05,0,0.000151283,7.29E-05,0.000129938,0,0,0.00026501,0.00011244,0,0.00014927,0,0,0,0,0.000414348,5.66E-05,0.000594474,0.000196773,0.000732422,0.000158292,0.000155308,0.00099654,0,0.000172226,0.000508512,0.002598698,0,0,0.000319659,0.000346801,0,0,0,0,0.000116965,0,0.000296571,0,0.00043062,0.000985321,0.000923132,9.75E-05,0.000349155,0.000190676,0
cluster807,0,0,0,7.34E-05,0,0.001002793,0.00036075,0.00038361,0.000302115,0.00071057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105688,0,0,0.000427274,0,0,0,0,0,0,0,0,0,0.002142639,0.000406901,0.000135679,0.001553084,0.000110727,8.90E-05,0,0,5.25E-05,0,0,0,0,0,0.002167043,0.000624668,0.001448933,0.000982502,0.00060384,0.000166821,0,0.000278636,0.000631616,0.000112577,0,0,0,0
cluster808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008147652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster809,0,0,0,0,0,0,0.000112734,0,0,0.00010151,0.000740979,0.000209803,0.000331005,0.000577551,0.000938177,0,0,0,0,0,0,0,0,9.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162635,0.000140357,0,0,0,0,0,0.00024767,0,0,0,0
cluster810,0,0,0,0,8.31E-05,0,6.76E-05,9.59E-05,0,7.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102396,0,0,0,0,0,0,0,0.000325521,0,0,0.000193772,0,0,7.26E-05,0,0,0,0,0,0,0.000541761,9.37E-05,0.00026613,0,8.05E-05,0,5.08E-05,0.000303967,0.000189485,0.000450308,0,0,0,0
cluster811,0,0,0,0,0,0,0,0,0,0,0.000123496,0.000131127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster812,0,0,0,0,0,7.16E-05,0.000135281,0,0.000100705,0.00020302,0,0,0,0,7.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster813,0.000371517,0.000119384,0,9.79E-05,0.000138554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster814,0,0,0,0,0,0,0,0,0,0,0.000518685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103495,0,0,0,0,0,0,0,0,0.000246462,0,0
cluster818,0,0,0,0,0,0,0,0,0,0,0,0.000472057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster821,0,0,0,0,0,0,0,0,0,0,0.000568084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302565,0,0,0,0,0.000323901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster822,0,0,0,0,0,0,0,0,0,0,0.000321091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster824,0,0,0,0,0,0,0,0,0,0,0.000271692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229634,0,0,0,0,0,0,0,0,0,4.44E-05,0,0,0,0,0,0,0,0,0,0,0
cluster825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84E-05,0,0,0,0,0
cluster830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184847,0,0
cluster831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164308,0,0
cluster835,0,0,0,0,0,0,0,0,0,0,0,0,0.000231704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000206119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014377,0,0
cluster839,0,0,0,0,0,0,0,0,0,0,0,0,0.000198603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140357,0,0,0,0,0,0,0,0,0,0
cluster843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111214,0,0,0,0,0,0,0,0
cluster844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster846,0,0,0,0,0,0,0,0,0,0,9.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster847,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster852,0,0,0,0,0,0,0,0,0,0,0,0,0.000231704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108507,0,0,0,0,0,0,0,0,0,0,6.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-05,0,0,0,0,0,0,0,0,0
cluster856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41E-05,0,0,0,0,0,0,0,0
cluster857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-05,0,0,0,0,0
cluster858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-05,0,0,0,0,0
cluster859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79E-05,0,0,0,0,0
cluster863,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96E-05,0,0,0,0,0,0,0,0,0,0,0
cluster869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03E-05,0,0,0,0,0,0,0,0,0
cluster870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07E-05,0,0,0,0,0,0
cluster871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53E-05,0,0,0,0,0
cluster872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53E-05,0,0,0,0,0
cluster873,0.002724458,0.008157905,0.008765296,0.007589482,0.009144567,0.132476184,0.160714286,0.077489271,0.138939241,0.161705367,0.013461111,0.023524167,0.014167025,0.005536525,0.016959346,0.012063628,0.003903469,0.003289474,0.007194978,0.004433596,0.032379202,0.021256105,0.045274353,0.030380577,0.035739887,0.002276505,0.004262047,0.003495124,0.032502274,0.005157818,0.00344204,0.022714011,0.045600389,0.021231809,0.028852861,0.025743494,0.015400018,0.000989476,0.017100153,0.021177744,0.049866885,0.007939893,0.004198424,0.009032766,0.005238546,0.027380212,0.078220859,0.092701911,0.130425347,0.094025598,0.193296888,0.087446367,0.023972755,0.001750962,0.054604451,0.075729735,0.027045058,0.006690592,0.003068727,0.025871337,0.034538257,0.103717081,0.029640503,0.018185582,0.024235052,0.019403406,0.010268767,0.001575523,0.003774254,0.013364998,0.024631873,0.019946355,0.014685042,0.006625989,0.006780946
cluster874,0.014365325,0.018504517,0.021999175,0.021226069,0.035442126,0,0,0,0,0,0.02180947,0.019616585,0.014829036,0.006791205,0.018306471,0.025258888,0.028564212,0.024653175,0.033793975,0.046428216,0,0,0,0,0,0.01409265,0.011033203,0.019645978,0,0.023658687,0.004550493,0.000972531,0.001579971,0.00031185,0.000190239,0.006923792,0,0,0,0,0,0.000853046,0.000258365,0.001141395,0,0.000226283,0.000475579,0.000546591,0.001085069,0.000791461,0,0,0,0,0,0,0,0,0.000149174,0.000277441,0,0.001083521,0.000343567,0.00023656,0.000538037,0,0,0,0,0,0,0,0,0,0
cluster875,0,0,0,9.79E-05,0.00033253,0.001611632,0.002187049,0.000623367,0.000839208,0.001649537,0.001827747,0.002622538,0.000959915,0.002270374,0.002261246,0.000149461,0,3.58E-05,6.11E-05,0,0.000341387,0.00011465,0.000738169,0.000295276,0.000341355,0.000252945,0.001306111,0.000620103,0.025226045,0.001373549,0.000145849,0.012815803,0,0,0.001056881,0,0.012396573,0.010299541,0.000294513,0.00578423,0.013482149,0.000524952,0.005554838,0.000373905,0.001539008,0.001301126,0.002151995,0.000153046,0.000325521,0,0.00018637,0.012124567,0.001112941,0.040186004,0.006416931,0.019844603,0.000795443,0.007664701,0.002344166,0.004196289,0.00187046,0.010353649,0.015241903,0.018880477,0.027135772,0.013505898,0.017479147,0.005641391,0.014134455,0.013352366,0.01382447,0.009387954,0.022859373,0.010105825,0.002484943
cluster876,0,0,0,0,0,0.011460497,0.017631674,0.008631231,0.013225915,0.014008375,0,0,9.93E-05,9.96E-05,0.001900409,0,0,0,8.15E-05,0,0.025315126,0.018917246,0.02635536,0.021751969,0.023280423,0.000180675,0,0.000338238,0.000856027,0.000224253,0.000845925,0,0,0,0,0,0.020611878,0.001304309,0.013013787,0.00765011,0.038398525,0.010564651,0.001808552,0.002479583,0.000355156,0.002206257,0,0,0,0,0,0.01649827,0.002804612,0.002066709,0.004697678,0.015434691,0.055116494,0.001051013,0.005562067,0.002739726,0.003697421,0,0,0,0,0,0.000389249,0,0.000329297,0.000858998,0.004390507,0.005437698,0.002279776,0.004957575,0.001052942
cluster877,0.000206398,0.000517331,0.000309363,0.000612055,0.000637349,0.008523745,0.007395382,0.00318876,0.005438066,0.006445883,0,0,0,0,0,0.000640547,0.000918463,0.000893879,0.001080266,0.001145761,0.017568277,0.020109605,0.032069333,0.027821522,0.025157877,0,0.000206228,0.000169119,0,0.000196221,0,0,0.000388916,0.000441788,0.000908918,0.000325279,0.005005742,0.002068903,0.016419092,0.004328843,0.008533006,0,0,0,0,0,0.000380463,0.00041541,0.000434028,0.000407037,0.001522023,0.005176471,0.001112941,0.004334348,0.002736276,0.011077278,0.000102638,0,0.000106553,0,0,0.000662152,0.000593435,8.87E-05,9.36E-05,0,0.000852641,0,0.001114545,0.001237968,0.002927005,0,0,0,0
cluster878,0.007430341,0.008356879,0.010380861,0.008862557,0.014077091,0.004476757,0.003517316,0.002085881,0.003054716,0.003781246,0.000592783,0.000498282,0.002019132,0.000378396,0.000793842,0.004248959,0.003283507,0.001895023,0.003485386,0.002490784,0.006959034,0.004058609,0.014954753,0.008595801,0.008602151,0.003143745,0.002165395,0.002424037,0.000615269,0.005942703,0.007875853,0.000583519,0.000413223,0.000181913,0.000274789,0.00027881,0.004416831,0.001574166,0.009001049,0.000914281,0.003617994,0.006824371,0.006620592,0.006690938,0.003373979,0.004780223,0.000249679,0.000153046,0.000379774,0.000384424,0,0.001467128,0.002782353,0.002325047,0.000992808,0.002336203,0.004464744,0.001563702,0.00637187,0.001838044,0.000304493,0.000240783,0,0.00014785,0.00016375,0,0.000426321,0,0.000481281,0.001768525,0.00186878,0.001901975,0.00055454,0.001525408,0.00054753
